1: EL14_CMN_0001	GMW_CMN_20100929.0076	陕北公学	E0278626	
664: EL14_CMN_0664	PDA_CMN_20100117.0289	文联	NIL0511	
665: EL14_CMN_0665	bolt-cmn-DF-205-185872-1171744	格温·史蒂芬尼	E0312210	
666: EL14_CMN_0666	XIN_CMN_19990329.0167	维纳斯・威廉姆 斯	NIL0512	
667: EL14_CMN_0667	CNS_CMN_20100617.0513	医科大学	NIL0513	
668: EL14_CMN_0668	XIN_CMN_19910105.0059	末代皇帝	E0018037	
669: EL14_CMN_0669	XIN_CMN_19920225.0097	俄罗斯	E0349508	
670: EL14_CMN_0670	XIN_CMN_20041114.0166	威廉姆斯	NIL0514	
671: EL14_CMN_0671	bolt-cmn-DF-211-187152-4451405	伊布	NIL0515	
672: EL14_CMN_0672	PDA_CMN_20070219.0020	邓希贤	NIL0516	
673: EL14_CMN_0673	AFP_CMN_20080814.0010	布希	E0564682	
674: EL14_CMN_0674	GMW_CMN_20100426.0186	海州	E0717250	
675: EL14_CMN_0675	XIN_CMN_20060322.0057	惠氏	NIL0517	
676: EL14_CMN_0676	APW_ENG_20100410.0191	Foreign Ministry	NIL0518	
677: EL14_CMN_0677	XIN_CMN_19971031.0092	华容	NIL0519	
678: EL14_CMN_0678	bolt-cmn-DF-211-187152-16660451	田亮	NIL0520	
679: EL14_CMN_0679	AFP_CMN_20091031.0030	Pierre and Marie Curie University	NIL0521	
680: EL14_CMN_0680	bolt-eng-DF-212-191667-3072824	CCP	NIL0522	
681: EL14_CMN_0681	bolt-cmn-DF-196-185692-2809431	Miss Lin	NIL0523	
682: EL14_CMN_0682	bolt-cmn-DF-20-191611-3862341	张将军	NIL0524	
683: EL14_CMN_0683	bolt-cmn-DF-21-181074-2172	密苏里	NIL0525	
684: EL14_CMN_0684	XIN_CMN_20070805.0087	青 年联合会	NIL0526	
685: EL14_CMN_0685	PDA_CMN_20100521.0370	加拿大	E0273299	
686: EL14_CMN_0686	bolt-cmn-DF-20-191622-4026789	默克尔	NIL0527	
687: EL14_CMN_0687	PDA_CMN_20070126.0265	埃塞俄比亚	E0626338	
688: EL14_CMN_0688	PDA_CMN_20080711.0241	阿Sa	E0658902	
689: EL14_CMN_0689	APW_ENG_20100324.0297	Foreign Ministry	NIL0528	
690: EL14_CMN_0690	bolt-cmn-DF-211-187111-4500247	飞人	NIL0529	
691: EL14_CMN_0691	XIN_CMN_20060419.0082	英	E0018102	
692: EL14_CMN_0692	PDA_CMN_20070901.0062	总工会	NIL0530	
693: EL14_CMN_0693	bolt-cmn-DF-182-192255-6448999	老九	NIL0531	
694: EL14_CMN_0694	bolt-eng-DF-170-181114-9024741	Jiangsu	NIL0532	
695: EL14_CMN_0695	CNS_CMN_20091230.0484	平阳	NIL0533	
696: EL14_CMN_0696	CNS_CMN_20100401.0969	威廉姆斯	NIL0534	
697: EL14_CMN_0697	CNS_CMN_20100514.0859	怀雅逊大学	NIL0535	
698: EL14_CMN_0698	bolt-cmn-DF-211-187152-4421124	金哥	NIL0536	
699: EL14_CMN_0699	XIN_CMN_19940521.0096	中国残疾人联合会	NIL0537	
700: EL14_CMN_0700	PDA_CMN_20070811.0001	肥肥	E0225564	
701: EL14_CMN_0701	XIN_CMN_20080512.0131	总工会	NIL0538	
702: EL14_CMN_0702	XIN_CMN_19931202.0095	毛主席	E0754615	
703: EL14_CMN_0703	bolt-cmn-DF-216-192653-3812167	丹东	E0352509	
704: EL14_CMN_0704	APW_ENG_20090721.0196	Bruce Lee	NIL0539	
705: EL14_CMN_0705	XIN_CMN_20070607.0291	衡阳	E0092444	
706: EL14_CMN_0706	XIN_CMN_19980626.0112	克林顿	E0100324	
707: EL14_CMN_0707	XIN_ENG_20100327.0131	Foreign Ministry	NIL0540	
708: EL14_CMN_0708	PDA_CMN_20061116.0462	阿扁	E0109446	
709: EL14_CMN_0709	CNS_CMN_20090807.0368	开平	NIL0541	
710: EL14_CMN_0710	PDA_CMN_20100828.0202	复旦	NIL0542	
711: EL14_CMN_0711	XIN_CMN_19990602.0048	医科大学	NIL0543	
712: EL14_CMN_0712	AFP_ENG_20100127.0220	Apple	E0795729	
713: EL14_CMN_0713	bolt-cmn-DF-196-185667-2981820	傻大木	NIL0544	
714: EL14_CMN_0714	CNS_CMN_20091216.0018	儿童医院	NIL0545	
715: EL14_CMN_0715	PLA_CMN_20091224.0010	舒马赫	NIL0546	
716: EL14_CMN_0716	GMW_CMN_20100314.0271	平江	E0484373	
717: EL14_CMN_0717	PDA_CMN_20100606.0255	作协	NIL0547	
718: EL14_CMN_0718	XIN_CMN_20040509.0193	医科大学	NIL0548	
719: EL14_CMN_0719	bolt-cmn-DF-205-185862-172821	朱老总	NIL0549	
720: EL14_CMN_0720	APW_ENG_20090728.0849	Las Vegas	NIL0550	
721: EL14_CMN_0721	AFP_ENG_20091222.0461	Ethiopia	NIL0551	
722: EL14_CMN_0722	PDA_CMN_20070111.0111	连山	NIL0552	
723: EL14_CMN_0723	AFP_ENG_20100301.0487	Ukraine	E0212527	
724: EL14_CMN_0724	CNS_CMN_20091120.0268	欧普拉·温芙瑞	NIL0553	
725: EL14_CMN_0725	bolt-eng-DF-200-192446-3807788	China National Petroleum Corporation	NIL0554	
726: EL14_CMN_0726	XIN_ENG_20100726.0333	Monty Williams	NIL0555	
727: EL14_CMN_0727	AFP_CMN_20100120.0014	柯林顿	NIL0556	
728: EL14_CMN_0728	bolt-cmn-DF-196-185692-2814236	罗志祥	NIL0557	
729: EL14_CMN_0729	bolt-eng-DF-170-181122-8794342	International Olympic Committee	NIL0558	
730: EL14_CMN_0730	XIN_CMN_20070702.0023	甘孜	NIL0559	
731: EL14_CMN_0731	AFP_CMN_20100301.0019	欧巴马	NIL0560	
732: EL14_CMN_0732	AFP_CMN_20081225.0034	威瑞森电信	NIL0561	
733: EL14_CMN_0733	bolt-cmn-DF-205-185862-199383	苏有朋	E0307834	
734: EL14_CMN_0734	CNS_CMN_20100216.0060	外交部	NIL0562	
735: EL14_CMN_0735	bolt-cmn-DF-205-185863-590824	国母	E0673520	
736: EL14_CMN_0736	bolt-cmn-DF-205-185867-790854	亚太经合组织	E0476465	
737: EL14_CMN_0737	XIN_CMN_20050427.0008	海南	E0540691	
738: EL14_CMN_0738	bolt-eng-DF-212-191676-3037464	Asia-Pacific Economic Cooperation	NIL0563	
739: EL14_CMN_0739	bolt-cmn-DF-20-191622-4028619	胡乱邦	NIL0564	
740: EL14_CMN_0740	XIN_CMN_19980731.0025	大使馆	NIL0565	
741: EL14_CMN_0741	PLA_CMN_20091207.0016	朱总司令	NIL0566	
742: EL14_CMN_0742	XIN_CMN_20040811.0168	邓先圣	NIL0567	
743: EL14_CMN_0743	bolt-cmn-DF-211-187115-4411222	少帅	NIL0568	
744: EL14_CMN_0744	PDA_CMN_20100404.0094	武汉	E0294518	
745: EL14_CMN_0745	XIN_CMN_20060612.0137	忧郁王子	NIL0569	
746: EL14_CMN_0746	NYT_ENG_20100726.0204	DOVER	NIL0570	
747: EL14_CMN_0747	CNA_CMN_20100307.0188	冰冰	NIL0571	
748: EL14_CMN_0748	bolt-cmn-DF-205-185858-1390160	汪精卫	NIL0572	
749: EL14_CMN_0749	bolt-cmn-DF-205-185863-595706	蒋委员长	NIL0573	
750: EL14_CMN_0750	AFP_ENG_20100610.0173	Iran	NIL0574	
751: EL14_CMN_0751	XIN_CMN_19960430.0091	总工会	NIL0575	
752: EL14_CMN_0752	PDA_CMN_20100620.0271	侨联	NIL0576	
753: EL14_CMN_0753	bolt-cmn-DF-205-185862-159621	刘翔	NIL0577	
754: EL14_CMN_0754	XIN_CMN_20040928.0308	乌萨马・本・拉丹	NIL0578	
755: EL14_CMN_0755	bolt-cmn-DF-205-185867-786602	巴菲特	E0202467	
756: EL14_CMN_0756	XIN_ENG_20090920.0229	CCTV	E0793445	
757: EL14_CMN_0757	PLA_CMN_20091105.0070	城	NIL0579	
758: EL14_CMN_0758	PDA_CMN_20071008.0071	阿梅	NIL0580	
759: EL14_CMN_0759	AFP_CMN_20080113.0012	密西根	NIL0581	
760: EL14_CMN_0760	XIN_CMN_20100608.0180	威廉姆斯	NIL0582	
761: EL14_CMN_0761	XIN_CMN_20060510.0142	华盛顿特区	NIL0583	
762: EL14_CMN_0762	CNS_CMN_20091014.1022	广宁	NIL0584	
763: EL14_CMN_0763	XIN_CMN_20070323.0184	英国	E0018102	
764: EL14_CMN_0764	APW_ENG_20100630.0143	Benigno Aquino III	NIL0585	
765: EL14_CMN_0765	AFP_ENG_20091022.0418	Czech Republic	E0036855	
766: EL14_CMN_0766	bolt-cmn-DF-20-191613-3836936	毛主席	E0754615	
767: EL14_CMN_0767	XIN_ENG_20100903.0035	foreign ministry	NIL0586	
768: EL14_CMN_0768	XIN_CMN_19920330.0046	石城	NIL0587	
769: EL14_CMN_0769	XIN_CMN_20000314.0001	大鲨鱼	NIL0588	
770: EL14_CMN_0770	bolt-cmn-DF-213-191701-5155192	姚明	E0489454	
771: EL14_CMN_0771	PDA_CMN_20080224.0056	红河	NIL0589	
772: EL14_CMN_0772	bolt-eng-DF-200-192451-5797329	Sydney	E0389578	
773: EL14_CMN_0773	bolt-cmn-DF-216-192653-6949774	四川	E0400474	
774: EL14_CMN_0774	XIN_CMN_20040518.0270	格林斯潘	E0233994	
775: EL14_CMN_0775	bolt-cmn-DF-182-192231-4913767	赵薇	E0073283	
776: EL14_CMN_0776	XIN_CMN_19991228.0131	华中师大	NIL0590	
777: EL14_CMN_0777	AFP_CMN_20070921.0042	多佛	NIL0591	
778: EL14_CMN_0778	bolt-cmn-DF-205-185872-1171744	妮可·基德曼	E0338545	
779: EL14_CMN_0779	XIN_ENG_20100316.0426	Henry Kissinger	NIL0592	
780: EL14_CMN_0780	PDA_CMN_20100810.0361	安阳	E0248013	
781: EL14_CMN_0781	AFP_ENG_20090623.0579	foreign ministry	NIL0593	
782: EL14_CMN_0782	XIN_CMN_19931224.0053	美协	NIL0594	
783: EL14_CMN_0783	XIN_CMN_20101104.0153	狼王	NIL0595	
784: EL14_CMN_0784	XIN_CMN_20071004.0013	海州	E0717250	
785: EL14_CMN_0785	NYT_ENG_20100224.0166	Texas Children's Hospital	NIL0596	
786: EL14_CMN_0786	XIN_CMN_20051231.0093	梅艳芳	NIL0597	
787: EL14_CMN_0787	XIN_ENG_20100828.0038	Socialist Republic of Vietnam	NIL0598	
788: EL14_CMN_0788	XIN_CMN_20020304.0063	妇幼保健院	NIL0599	
789: EL14_CMN_0789	XIN_CMN_20040202.0164	北朝鲜	E0201884	
790: EL14_CMN_0790	PDA_CMN_20100204.0272	世界娱乐之都	NIL0600	
791: EL14_CMN_0791	XIN_CMN_19990121.0101	总工会	NIL0601	
792: EL14_CMN_0792	XIN_CMN_20071104.0032	江北	NIL0602	
793: EL14_CMN_0793	PDA_CMN_20080129.0186	秀英	NIL0603	
794: EL14_CMN_0794	bolt-cmn-DF-20-191614-19987855	金三胖	NIL0604	
795: EL14_CMN_0795	XIN_CMN_20100621.0280	医科大学	NIL0605	
796: EL14_CMN_0796	XIN_CMN_20060419.0082	日	E0277375	
797: EL14_CMN_0797	XIN_CMN_20080425.0248	侨联	NIL0606	
798: EL14_CMN_0798	XIN_CMN_20070904.0228	悉尼	E0389578	
799: EL14_CMN_0799	XIN_CMN_20100302.0214	银狐	NIL0607	
800: EL14_CMN_0800	bolt-eng-DF-199-192958-5885606	Sacramento	NIL0608	
801: EL14_CMN_0801	XIN_CMN_20070516.0180	穆里尼奥	E0726706	
802: EL14_CMN_0802	bolt-eng-DF-199-192833-6941746	Totti	NIL0609	
803: EL14_CMN_0803	AFP_CMN_20071216.0033	高贵辣妹	NIL0610	
804: EL14_CMN_0804	GMW_CMN_20100529.0540	文联	NIL0611	
805: EL14_CMN_0805	APW_ENG_20090818.0625	Oxford	NIL0612	
806: EL14_CMN_0806	XIN_CMN_20061208.0262	大郅	NIL0613	
807: EL14_CMN_0807	CNS_CMN_20091202.0109	奥普拉·温弗瑞	NIL0614	
808: EL14_CMN_0808	XIN_CMN_20081118.0252	拉斯维加斯	NIL0615	
809: EL14_CMN_0809	bolt-cmn-DF-20-191610-15121263	中央电视台	E0793445	
810: EL14_CMN_0810	XIN_CMN_20080425.0248	侨联	NIL0616	
811: EL14_CMN_0811	XIN_CMN_19970726.0020	秀英	NIL0617	
812: EL14_CMN_0812	PDA_CMN_20070119.0063	薄一波	E0354633	
813: EL14_CMN_0813	bolt-cmn-DF-196-185692-2815284	姚明	E0489454	
814: EL14_CMN_0814	bolt-cmn-DF-216-192653-6954938	广西	E0458306	
815: EL14_CMN_0815	APW_ENG_20100915.0040	Delaware	E0247031	
816: EL14_CMN_0816	bolt-cmn-DF-205-185858-1357859	戈尔巴乔夫	E0718470	
817: EL14_CMN_0817	bolt-cmn-DF-196-185692-2807364	邰智源	NIL0618	
818: EL14_CMN_0818	XIN_CMN_20070819.0259	福安	NIL0619	
819: EL14_CMN_0819	XIN_CMN_19960723.0190	妇幼 保健院	NIL0620	
820: EL14_CMN_0820	CNS_CMN_20100519.0732	妇幼保健院	NIL0621	
821: EL14_CMN_0821	XIN_ENG_20100118.0419	Wuxi	NIL0622	
822: EL14_CMN_0822	AFP_CMN_20080212.0021	钟欣桐	NIL0623	
823: EL14_CMN_0823	CNS_CMN_20100319.1071	秀英	NIL0624	
824: EL14_CMN_0824	bolt-cmn-DF-182-192231-4910892	HOLD 住姐	NIL0625	
825: EL14_CMN_0825	bolt-eng-DF-212-191682-3057599	World Health Organization	NIL0626	
826: EL14_CMN_0826	XIN_CMN_20081126.0274	牛津	E0790879	
827: EL14_CMN_0827	PDA_CMN_20070130.0101	秀英	NIL0627	
828: EL14_CMN_0828	PDA_CMN_20080804.0001	周润发	NIL0628	
829: EL14_CMN_0829	XIN_CMN_19910725.0089	平定	NIL0629	
830: EL14_CMN_0830	XIN_CMN_19920706.0096	原平	NIL0630	
831: EL14_CMN_0831	PDA_CMN_20100414.0463	得梅因	NIL0631	
832: EL14_CMN_0832	PDA_CMN_20100915.0320	青联	NIL0632	
833: EL14_CMN_0833	XIN_CMN_19990228.0021	小巨人	NIL0633	
834: EL14_CMN_0834	bolt-cmn-DF-205-185863-579254	温宝宝	NIL0634	
835: EL14_CMN_0835	AFP_ENG_20090728.0470	United Kingdom	E0018102	
836: EL14_CMN_0836	bolt-cmn-DF-196-185723-2494055	bafeite	NIL0635	
837: EL14_CMN_0837	XIN_CMN_20010709.0138	晋阳	NIL0636	
838: EL14_CMN_0838	CNA_CMN_20090913.0181	裴瑞斯	NIL0637	
839: EL14_CMN_0839	bolt-cmn-DF-182-192251-6395308	张作霖	NIL0638	
840: EL14_CMN_0840	CNS_CMN_20100520.1146	戴春风	NIL0639	
841: EL14_CMN_0841	bolt-cmn-DF-205-185867-817835	杨百万	NIL0640	
842: EL14_CMN_0842	bolt-cmn-DF-211-187115-4411849	中国传媒大学	NIL0641	
843: EL14_CMN_0843	XIN_CMN_20080926.0199	高平	NIL0642	
844: EL14_CMN_0844	XIN_CMN_19920808.0197	朱诺	E0224467	
845: EL14_CMN_0845	XIN_CMN_19940619.0108	第二医学院	NIL0643	
846: EL14_CMN_0846	XIN_CMN_19920908.0016	残联	NIL0644	
847: EL14_CMN_0847	NYT_ENG_20091214.0042	Mass	NIL0645	
848: EL14_CMN_0848	bolt-cmn-DF-182-192231-4901572	跳水王子	NIL0646	
849: EL14_CMN_0849	PDA_CMN_20100117.0039	电火球	NIL0647	
850: EL14_CMN_0850	CNA_ENG_20100606.0038	Zhejiang University	NIL0648	
851: EL14_CMN_0851	XIN_CMN_19990210.0124	花都	E0703347	
852: EL14_CMN_0852	bolt-cmn-DF-182-192251-6385177	孙先生	NIL0649	
853: EL14_CMN_0853	AFP_CMN_20031126.0012	凤凰城	NIL0650	
854: EL14_CMN_0854	XIN_CMN_20050408.0081	周星驰	E0825891	
855: EL14_CMN_0855	bolt-cmn-DF-211-187115-4406894	水中怪兽	NIL0651	
856: EL14_CMN_0856	LTW_ENG_20090830.0003	Montana	NIL0652	
857: EL14_CMN_0857	XIN_CMN_19960408.0072	交大	E0354952	
858: EL14_CMN_0858	XIN_CMN_19960703.0016	茅盾	E0398619	
859: EL14_CMN_0859	bolt-cmn-DF-182-192231-4920609	星爷	NIL0653	
860: EL14_CMN_0860	PDA_CMN_20100103.0059	南开大学	NIL0654	
861: EL14_CMN_0861	XIN_CMN_20030813.0085	中华全国妇女联合会	NIL0655	
862: EL14_CMN_0862	AFP_ENG_20100405.0450	China Central Television	NIL0656	
863: EL14_CMN_0863	CNS_CMN_20100408.1250	永顺	NIL0657	
864: EL14_CMN_0864	APW_ENG_20101010.0029	Kim Jong Un	NIL0658	
865: EL14_CMN_0865	XIN_CMN_20070618.0234	珀杜	NIL0659	
866: EL14_CMN_0866	PDA_CMN_20100428.0151	南京大学	E0743174	
867: EL14_CMN_0867	CNS_CMN_20100819.0697	阿克苏	NIL0660	
868: EL14_CMN_0868	bolt-cmn-DF-216-192653-6961702	云	E0665445	
869: EL14_CMN_0869	XIN_CMN_20080224.0130	大使馆	NIL0661	
870: EL14_CMN_0870	XIN_CMN_20060419.0082	意	E0162833	
871: EL14_CMN_0871	bolt-cmn-DF-20-191613-3834051	陈老总	NIL0662	
872: EL14_CMN_0872	XIN_CMN_20071027.0077	秀英	NIL0663	
873: EL14_CMN_0873	APW_ENG_20090728.0519	Valero Energy	NIL0664	
874: EL14_CMN_0874	AFP_ENG_20100727.0352	foreign ministry	NIL0665	
875: EL14_CMN_0875	bolt-cmn-DF-213-191701-5130779	朱总理	NIL0666	
876: EL14_CMN_0876	CNS_CMN_20091223.0313	火奴鲁鲁	NIL0667	
877: EL14_CMN_0877	AFP_CMN_20100524.0028	北韩	E0201884	
878: EL14_CMN_0878	XIN_CMN_20060116.0085	德	E0595006	
879: EL14_CMN_0879	XIN_CMN_19920511.0099	残疾人联 合会	NIL0668	
880: EL14_CMN_0880	AFP_CMN_20061226.0021	闪电侠	NIL0669	
881: EL14_CMN_0881	bolt-cmn-DF-205-185858-1381409	麦凯恩	NIL0670	
882: EL14_CMN_0882	CNS_CMN_20101123.0417	国立武汉大学	NIL0671	
883: EL14_CMN_0883	PDA_CMN_20070413.0134	总工会	NIL0672	
884: EL14_CMN_0884	XIN_CMN_19960408.0072	交 大	NIL0673	
885: EL14_CMN_0885	bolt-cmn-DF-182-192251-6384349	习筒子	NIL0674	
886: EL14_CMN_0886	PDA_CMN_20100226.0202	刘若英	E0419385	
887: EL14_CMN_0887	CNS_CMN_20091104.0560	华东师大	E0351591	
888: EL14_CMN_0888	NYT_ENG_20101203.0056	Theodore Roosevelt	NIL0675	
889: EL14_CMN_0889	AFP_ENG_20100518.0251	Paris	E0803206	
890: EL14_CMN_0890	XIN_CMN_19950106.0058	医科大学	NIL0676	
891: EL14_CMN_0891	XIN_CMN_20060420.0204	波音公司	E0679757	
892: EL14_CMN_0892	XIN_CMN_20050528.0171	外交部	NIL0677	
893: EL14_CMN_0893	bolt-cmn-DF-196-185692-2815088	大S	E0230939	
894: EL14_CMN_0894	XIN_CMN_19980412.0018	交 通大学	NIL0678	
895: EL14_CMN_0895	XIN_CMN_20061031.0016	穆大叔	NIL0679	
896: EL14_CMN_0896	AFP_CMN_20100111.0011	迈阿密	NIL0680	
897: EL14_CMN_0897	XIN_CMN_19960303.0106	儿童医院	NIL0681	
898: EL14_CMN_0898	AFP_ENG_20100329.0301	Citigroup	NIL0682	
899: EL14_CMN_0899	XIN_CMN_20020824.0045	飞鱼	NIL0683	
900: EL14_CMN_0900	XIN_CMN_19931028.0040	秀英	NIL0684	
901: EL14_CMN_0901	bolt-cmn-DF-20-191614-4143202	张作霖	NIL0685	
902: EL14_CMN_0902	PLA_CMN_20101114.0007	郊	NIL0686	
903: EL14_CMN_0903	CNA_CMN_20100519.0136	怡和	NIL0687	
904: EL14_CMN_0904	XIN_ENG_20090716.0081	Quang Nam	NIL0688	
905: EL14_CMN_0905	GMW_CMN_20101124.0023	圣保罗	NIL0689	
906: EL14_CMN_0906	bolt-eng-DF-203-185943-8288528	Jeremy Lin	NIL0690	
907: EL14_CMN_0907	CNS_CMN_20100913.0951	老舍	NIL0691	
908: EL14_CMN_0908	CNS_CMN_20101030.0106	克林顿	E0100324	
909: EL14_CMN_0909	CNS_CMN_20090903.0442	外交部	NIL0692	
910: EL14_CMN_0910	XIN_ENG_20100831.0090	Kingdom of Thailand	NIL0693	
911: EL14_CMN_0911	AFP_ENG_20090826.0221	Alaska	E0378751	
912: EL14_CMN_0912	AFP_CMN_20091208.0032	育才	NIL0694	
913: EL14_CMN_0913	XIN_CMN_20081109.0144	楚雄	E0077006	
914: EL14_CMN_0914	PDA_CMN_20070814.0115	白银	NIL0695	
915: EL14_CMN_0915	XIN_CMN_20090903.0074	珀杜	NIL0696	
916: EL14_CMN_0916	PLA_CMN_20100626.0031	原平	NIL0697	
917: EL14_CMN_0917	bolt-cmn-DF-196-185692-2816690	央视	E0793445	
918: EL14_CMN_0918	AFP_ENG_20091120.0004	Williams	NIL0698	
919: EL14_CMN_0919	XIN_CMN_19920925.0154	协和	NIL0699	
920: EL14_CMN_0920	bolt-cmn-DF-182-192231-4917901	范冰冰	E0352182	
921: EL14_CMN_0921	AFP_CMN_20091031.0030	剑桥大学	NIL0700	
922: EL14_CMN_0922	bolt-cmn-DF-182-192249-6411844	中组	NIL0701	
923: EL14_CMN_0923	bolt-cmn-DF-205-185862-171307	方肘子	NIL0702	
924: EL14_CMN_0924	bolt-cmn-DF-211-187144-4895730	康永	NIL0703	
925: EL14_CMN_0925	XIN_CMN_19990411.0082	丹佛	NIL0704	
926: EL14_CMN_0926	CNS_CMN_20101027.0452	儿童医院	NIL0705	
927: EL14_CMN_0927	APW_ENG_20100124.0787	Sam ' s Club	NIL0706	
928: EL14_CMN_0928	bolt-cmn-DF-20-191613-3835817	邓大人	NIL0707	
929: EL14_CMN_0929	CNS_CMN_20100611.0576	安宁	NIL0708	
930: EL14_CMN_0930	bolt-cmn-DF-182-192251-6379609	联合国安全理事会	NIL0709	
931: EL14_CMN_0931	bolt-cmn-DF-196-185692-2816810	小美	NIL0710	
932: EL14_CMN_0932	GMW_CMN_20101220.0011	东营	NIL0711	
933: EL14_CMN_0933	XIN_CMN_20020517.0047	ADM公司	NIL0712	
934: EL14_CMN_0934	bolt-cmn-DF-211-187123-5128330	宁	E0163208	
935: EL14_CMN_0935	XIN_CMN_20010128.0061	杰斐逊	E0103833	
936: EL14_CMN_0936	CNS_CMN_20091209.0984	育才	NIL0713	
937: EL14_CMN_0937	bolt-cmn-DF-205-185867-800840	巴菲特	E0202467	
938: EL14_CMN_0938	bolt-cmn-DF-205-185863-599733	小李子	NIL0714	
939: EL14_CMN_0939	CNS_CMN_20101216.0569	九江	E0132716	
940: EL14_CMN_0940	CNS_CMN_20100922.0298	秀英	NIL0715	
941: EL14_CMN_0941	XIN_CMN_20080115.0340	密歇根	NIL0716	
942: EL14_CMN_0942	PDA_CMN_20081007.0010	外交部	NIL0717	
943: EL14_CMN_0943	bolt-cmn-DF-21-181074-2172	Minnesota	NIL0718	
944: EL14_CMN_0944	CNS_CMN_20101208.0032	秀英	NIL0719	
945: EL14_CMN_0945	XIN_ENG_20101214.0184	Springfield	NIL0720	
946: EL14_CMN_0946	XIN_CMN_19910123.0114	通用电气公司	E0548088	
947: EL14_CMN_0947	NYT_ENG_20100716.0134	Steven P. Jobs	NIL0721	
948: EL14_CMN_0948	CNS_CMN_20090806.0117	周立波	NIL0722	
949: EL14_CMN_0949	CNA_CMN_20101111.0349	邰哥	NIL0723	
950: EL14_CMN_0950	PDA_CMN_20080828.0080	特拉华	E0247031	
951: EL14_CMN_0951	XIN_ENG_20090707.0246	Embassy	NIL0724	
952: EL14_CMN_0952	bolt-cmn-DF-196-185723-2495880	小美	NIL0725	
953: EL14_CMN_0953	bolt-cmn-DF-211-187145-5005343	老牛	NIL0726	
954: EL14_CMN_0954	XIN_CMN_20050729.0207	缅因	NIL0727	
955: EL14_CMN_0955	CNS_CMN_20100325.0255	南越	NIL0728	
956: EL14_CMN_0956	XIN_CMN_19920531.0049	妇联	NIL0729	
957: EL14_CMN_0957	bolt-cmn-DF-182-192252-6446571	乔帮主	NIL0730	
958: EL14_CMN_0958	APW_ENG_20100519.0061	Illinois	NIL0731	
959: EL14_CMN_0959	PDA_CMN_20090924.0332	北京大学	E0739779	
960: EL14_CMN_0960	CNS_CMN_20091210.0280	妇幼保健院	NIL0732	
961: EL14_CMN_0961	PDA_CMN_20080104.0273	总工会	NIL0733	
962: EL14_CMN_0962	CNS_CMN_20101019.1216	意大利共和国	E0162833	
963: EL14_CMN_0963	AFP_ENG_20100326.0151	AT&amp;T	NIL0734	
964: EL14_CMN_0964	bolt-cmn-DF-205-185863-147949	宋庆龄	E0487361	
965: EL14_CMN_0965	XIN_CMN_20070516.0022	德文.韦德	NIL0735	
966: EL14_CMN_0966	PDA_CMN_20100909.0112	医科大学	NIL0736	
967: EL14_CMN_0967	CNS_CMN_20090811.1731	车王	NIL0737	
968: EL14_CMN_0968	bolt-cmn-DF-196-185723-2518470	给力芬	NIL0738	
969: EL14_CMN_0969	bolt-cmn-DF-205-185863-594906	广西壮族自治区	E0458306	
970: EL14_CMN_0970	XIN_CMN_19911120.0122	秀英	NIL0739	
971: EL14_CMN_0971	bolt-cmn-DF-205-185872-1180609	麦当娜	E0275101	
972: EL14_CMN_0972	bolt-cmn-DF-216-192652-6971082	KS	NIL0740	
973: EL14_CMN_0973	XIN_CMN_20010207.0222	普安	NIL0741	
974: EL14_CMN_0974	CNS_CMN_20100329.0876	儿童医院	NIL0742	
975: EL14_CMN_0975	AFP_CMN_20080506.0022	城中	NIL0743	
976: EL14_CMN_0976	AFP_ENG_20101106.0168	Hu Jintao	NIL0744	
977: EL14_CMN_0977	PDA_CMN_20070829.0003	圣保罗	NIL0745	
978: EL14_CMN_0978	bolt-cmn-DF-211-187150-3933227	大S	E0230939	
979: EL14_CMN_0979	AFP_ENG_20091211.0738	foreign ministry	NIL0746	
980: EL14_CMN_0980	bolt-cmn-DF-205-185858-1360741	毛爷爷	NIL0747	
981: EL14_CMN_0981	CNS_CMN_20091202.0646	残联	NIL0748	
982: EL14_CMN_0982	AFP_CMN_20080104.0049	爱州	NIL0749	
983: EL14_CMN_0983	XIN_CMN_19940620.0163	外交部	NIL0750	
984: EL14_CMN_0984	bolt-cmn-DF-196-185692-2807132	老虎·伍兹	NIL0751	
985: EL14_CMN_0985	PDA_CMN_20100913.0545	孔明	NIL0752	
986: EL14_CMN_0986	WPB_ENG_20100115.0064	the King	NIL0753	
987: EL14_CMN_0987	XIN_CMN_20040805.0256	妇幼保健院	NIL0754	
988: EL14_CMN_0988	CNS_CMN_20100115.0356	总工会	NIL0755	
989: EL14_CMN_0989	PDA_CMN_20080901.0045	路易斯安那	NIL0756	
990: EL14_CMN_0990	CNS_CMN_20100928.0586	歌华有线	NIL0757	
991: EL14_CMN_0991	AFP_CMN_20091031.0030	瑞士苏黎世联邦理工学院	NIL0758	
992: EL14_CMN_0992	AFP_CMN_20080727.0013	马侃	NIL0759	
993: EL14_CMN_0993	PDA_CMN_20080523.0266	妇联	NIL0760	
994: EL14_CMN_0994	PDA_CMN_20061110.0011	文联	NIL0761	
995: EL14_CMN_0995	CNS_CMN_20090930.0419	汉卿	NIL0762	
996: EL14_CMN_0996	PDA_CMN_20100513.0322	东北王	NIL0763	
997: EL14_CMN_0997	XIN_CMN_20080425.0248	侨联	NIL0764	
998: EL14_CMN_0998	XIN_CMN_20030429.0209	齐内丁・齐达内	NIL0765	
999: EL14_CMN_0999	PDA_CMN_20080630.0235	毕节	NIL0766	
